Country,SE.COM.DURS,SE.ENR.PRIM.FM.ZS,SE.ENR.PRSC.FM.ZS,SE.ENR.SECO.FM.ZS,SE.ENR.TERT.FM.ZS,SE.PRE.DURS,SE.PRE.ENRL.TC.ZS,SE.PRE.ENRR,SE.PRE.ENRR.FE,SE.PRE.ENRR.MA,SE.PRM.AGES,SE.PRM.CMPT.FE.ZS,SE.PRM.CMPT.MA.ZS,SE.PRM.CMPT.ZS,SE.PRM.DURS,SE.PRM.ENRL,SE.PRM.ENRL.FE.ZS,SE.PRM.ENRL.TC.ZS,SE.PRM.ENRR,SE.PRM.ENRR.FE,SE.PRM.ENRR.MA,SE.PRM.GINT.FE.ZS,SE.PRM.GINT.MA.ZS,SE.PRM.GINT.ZS,SE.PRM.NENR,SE.PRM.OENR.FE.ZS,SE.PRM.OENR.MA.ZS,SE.PRM.OENR.ZS,SE.PRM.PRIV.ZS,SE.PRM.PRSL.FE.ZS,SE.PRM.PRSL.MA.ZS,SE.PRM.PRSL.ZS,SE.PRM.REPT.FE.ZS,SE.PRM.REPT.MA.ZS,SE.PRM.REPT.ZS,SE.PRM.TCHR,SE.PRM.TCHR.FE.ZS,SE.PRM.TENR,SE.PRM.UNER,SE.PRM.UNER.FE,SE.PRM.UNER.FE.ZS,SE.PRM.UNER.MA,SE.PRM.UNER.MA.ZS,SE.PRM.UNER.ZS,SE.SEC.AGES,SE.SEC.CMPT.LO.FE.ZS,SE.SEC.CMPT.LO.MA.ZS,SE.SEC.CMPT.LO.ZS,SE.SEC.DURS,SE.SEC.ENRL,SE.SEC.ENRL.FE.ZS,SE.SEC.ENRL.GC,SE.SEC.ENRL.GC.FE.ZS,SE.SEC.ENRL.LO.TC.ZS,SE.SEC.ENRL.TC.ZS,SE.SEC.ENRL.VO,SE.SEC.ENRL.VO.FE.ZS,SE.SEC.ENRR,SE.SEC.ENRR.FE,SE.SEC.ENRR.MA,SE.SEC.NENR,SE.SEC.NENR.FE,SE.SEC.NENR.MA,SE.SEC.PRIV.ZS,SE.SEC.PROG.FE.ZS,SE.SEC.PROG.MA.ZS,SE.SEC.PROG.ZS,SE.SEC.TCHR,SE.SEC.TCHR.FE,SE.SEC.TCHR.FE.ZS,SE.TER.ENRR,SE.TER.ENRR.FE,SE.TER.ENRR.MA,SE.XPD.PRIM.ZS,SE.XPD.SECO.ZS,SE.XPD.TERT.ZS,SE.XPD.TOTL.GB.ZS,SE.XPD.TOTL.GD.ZS,SH.DTH.0509,SH.DTH.1014,SH.DTH.1519,SH.DTH.2024,SH.DYN.0509,SH.DYN.1014,SH.DYN.1519,SH.DYN.2024,SL.TLF.TOTL.FE.ZS,SL.TLF.TOTL.IN,SL.UEM.TOTL.FE.ZS,SL.UEM.TOTL.MA.ZS,SL.UEM.TOTL.ZS,SP.POP.0014.TO.ZS,SP.POP.1564.TO.ZS
IDA total,9.0,0.94384,0.93662,0.92081,,3.0,24.10295,,,,,,,,6.0,235000000.0,47.87596,35.45098,100.2552,97.31497,103.1055,108.4509,116.7817,112.6861,,,,,16.75046,62.65289,58.10196,60.25657,5.910019999999999,6.35963,6.14438,6662958.0,49.46728,78.47108,43100000.0,24000000.0,,19100000.0,,,,,,,6.0,109000000.0,47.09857,102000000.0,47.51872,22.18366,21.68306,5816735.0,39.71532,48.30385,46.281940000000006,50.26238,41.64309,39.52295,43.6993,29.97396,,,,5031685.0,1932201.0,38.40067,,,,,,,16.83213997,3.696439981,351954.0,217249.0,309738.0,328725.0,8.275752175,5.660372896,8.987556527,10.74571559,40.23385978,629616434.0,5.098957894,4.459348489,4.716977197,38.9148302,57.54589195
Iceland,10.0,0.997550011,0.994610012,0.989440024,1.459110022,6.0,,95.67385101,96.09188843,95.26969147,6.0,97.68089294,100.6675568,99.20509338,7.0,32421.0,,,100.4399109,100.3130417,100.5593567,,,,,,,,2.775979996,,,,,,,3171.0,82.56070709,,19.0,,,,,0.058639999,13.0,97.88968658,97.7401123,97.81420898,7.0,35171.0,,,,,,,,117.9799423,117.3448563,118.5974197,,,,14.25037956,,,,,,,73.10324859999999,95.70391846,51.7650795,,,,,,1.0,1.0,6.0,7.0,0.2,0.3,1.5,1.5,47.2315121,212896.0,2.539999962,2.849999905,2.700000048,19.83232011,65.37258734
India,8.0,,,1.01473999,1.065080047,3.0,,60.65055847,62.3445816,59.11257935,6.0,,,,5.0,,,,,,,101.47116,101.22126,101.34015,,,,,,87.03320313,86.03627014,86.5114975,0.58136,0.61025,0.59637,,,,,,,,,,11.0,,,,7.0,131759760.0,48.05586,,,24.92784,28.52287,,,74.37950897,74.95496368,73.86634827,,,,51.13156128,,,,,,,28.06055069,29.06164932,27.17025948,,,,,,72012.0,71179.0,103186.0,148431.0,2.9,2.8,4.1,6.1,20.2092079,487622021.0,5.3000001910000005,5.340000153,5.329999924,27.05330185,66.7667425
Indonesia,9.0,0.967230022,0.993399978,1.025020003,1.134420037,6.0,12.68243,62.34365845,59.12897873,65.41049194,7.0,101.6394424,102.9902802,102.3348389,6.0,29425748.0,47.77049,17.03493,106.41082,104.5897064,108.1328888,100.5169,104.42266,102.51958,93.4963,1.59705,1.0711700000000002,1.32239,22.854520800000003,,,,0.9885,1.6468200000000002,1.33223,1727377.0,68.43486023,94.37668,1555014.0,1073003.0,7.983670235,482011.0,3.391340017,5.623320102999999,13.0,,,,6.0,24893570.0,49.17247,19989539.0,50.7191,15.41893,15.2071,4904031.0,42.86818,88.91017151,90.04093933,87.8429184,78.73111999999999,79.88474000000001,77.64231,42.14046097,,,,1636970.0,922485.0,56.35319901,36.31103897,38.99365997,33.75196075,,,,,,15565.0,9338.0,22681.0,23967.0,3.3,2.0,4.9,5.4,39.2350446,132584070.0,4.179999828,4.539999962,4.400000095,26.55119731,67.59163708
"Iran, Islamic Rep.",9.0,,,,0.884459972,1.0,,,,,6.0,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,6.0,,,,,,,,,,,,,,,,,,,,,,62.78507996,58.91133881,66.60736084,33.07452,34.400040000000004,28.23956,21.14567947,3.955359936,2365.0,2173.0,5089.0,6390.0,1.8,1.8,4.7,5.4,19.59095163,27769381.0,18.95999908,10.38000011,12.06000042,24.47655866,69.33886753
Iraq,6.0,,,,,2.0,,,,,6.0,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2195.0,1813.0,3763.0,4184.0,2.2,2.1,4.7,5.7,13.26712233,10163568.0,30.75,10.14000034,12.86999989,38.3865654,58.28983494
Ireland,10.0,0.994930029,1.06024003,1.140519977,1.11401999,5.0,,93.49385834,93.04443359,93.92227936,5.0,97.20471954,97.44635773,97.32833862,8.0,564304.0,,,101.0328827,100.7704697,101.2843781,,,,,,,,0.599319994,,,,,,,,,,10.0,,,,,0.0017399999999999,13.0,98.97885132,99.13426971,99.05756378,5.0,491761.0,,,,,,,,154.9082947,165.3072815,144.94073490000002,,,,0.2133200019999999,,,,,,,77.28288269,82.06006622,72.70329285,,,,,,22.0,23.0,53.0,91.0,0.3,0.3,0.9,1.6,45.79965441,2385518.0,5.690000057000001,5.78000021,5.739999771,21.40641959,64.72777871
Isle of Man,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Israel,15.0,1.008780003,1.0128500459999998,1.017429948,1.297410011,6.0,,111.0716476,110.6856232,111.4372864,6.0,102.8225098,102.0773163,102.4397507,6.0,936214.0,,,104.6884308,105.1582794,104.2435303,,,,,,,,23.23059082,,,,,,,77428.0,85.69122314,,2791.0,,,,,0.312099993,12.0,110.5645905,106.002533,108.2216415,6.0,836774.0,,,,,,,,105.5570602,106.4938889,104.6698532,,,,12.09622002,,,,,,,61.47687149,72.55491638,50.97639847,,,,,,66.0,67.0,161.0,190.0,0.4,0.5,1.2,1.6,47.45169243,4102566.0,3.950000048,4.039999962,4.0,27.92524646,60.09776752
Italy,12.0,0.967390001,0.978990018,0.986259997,1.255620003,3.0,,93.23574829,92.16190338,94.24762726,6.0,97.45059204,97.83162689,97.64672089,5.0,2870763.0,,,101.2479477,99.52188873,102.8769302,,,,,,,,5.9784097670000005,,,,,,,252933.0,95.5328064,,89218.0,45651.0,3.316040039,43567.0,2.986680031,3.146600008,11.0,99.20674896,98.72815704,98.95992279,8.0,4630438.0,,,,,,,,101.3531036,100.62779240000002,102.0301285,,,,6.940229893,,,,460524.0,316135.0,68.64679718,64.29161835,74.12349701,55.17591858,,,,,,207.0,272.0,614.0,925.0,0.4,0.5,1.1,1.6,42.5713547,26032169.0,11.77999973,9.75,10.60999966,13.32911609,63.91920431
Jamaica,6.0,0.955259979,0.989049971,1.031919956,,6.0,10.80498,73.33309937,74.81903839,71.90676117,6.0,85.17263794,86.05065918,85.61917877,6.0,248836.0,48.08468,24.79434,90.99539185,88.88195801,93.04456329,79.2645,79.40949,79.33816999999999,81.0188,4.39023,6.16872,5.31354,9.176320076,92.72859955,92.94589233,92.83731079,2.36049,3.2886300000000004,2.84127,10036.0,89.81665802,81.38229,42794.0,20612.0,15.31136036,22182.0,15.9765501,15.64908981,12.0,83.41908264,81.40500641,82.38955688,5.0,200563.0,49.71555,200563.0,49.71555,,16.69828,,,82.28867340000001,83.60948944,81.02319336,73.96802,76.31102,71.72318,2.02579999,,,,12011.0,8612.0,71.70094299,,,,34.16447,37.74991,19.59513,18.58399963,5.41478014,58.0,71.0,187.0,299.0,1.3,1.5,3.7,5.6,45.89017248,1473383.0,11.90999985,6.730000018999999,9.100000381,23.75009668,67.45326077
Japan,9.0,,,,,5.0,,,,,6.0,,,,6.0,6504523.0,,,,,,,,,,,,,1.192909956,,,,,,,422724.0,,,,,,,,,12.0,,,,6.0,6995597.0,,,,,,,,,,,,,,20.70574951,,,,637136.0,,,,,,,,,,,403.0,449.0,1111.0,2027.0,0.4,0.4,1.0,1.7,43.93716117,68355058.0,2.180000067,2.569999933,2.400000095,12.69684881,59.72678128
Jordan,10.0,0.981930017,1.002239943,1.033149958,1.156829953,2.0,17.55842,27.136680600000005,27.02684021,27.24270058,6.0,72.23632049999999,73.15522766,72.70050812,6.0,1133982.0,48.92256,18.53699,81.45890045,80.70693207,82.19239807,79.66851,82.23052,80.96908,80.8644,0.62188,0.76708,0.69604,34.44145966,96.11125946,94.53858185,95.30619049,1.07954,1.22564,1.15416,61174.0,79.05973053,80.95397,264821.0,135554.0,19.72003937,129267.0,18.34358025,19.02325058,12.0,59.16910172,58.89250946,59.02954865,6.0,789822.0,50.35248,766641.0,50.674040000000005,14.550070000000002,12.26127,23181.0,39.71787,63.11653137,64.15522003,62.09690094,62.59678,63.52398,61.68659,21.57840919,,,,64416.0,36697.0,56.96876907,34.41532135,37.37089157,31.51004028,42.23935,34.45793,22.74788,9.821080208,3.034349918,414.0,365.0,462.0,598.0,1.8,1.6,2.3,3.3,18.10454948,2582605.0,23.89999962,14.60999966,16.29000092,34.24549021,61.90801939
Kazakhstan,9.0,1.017199993,1.0121899840000002,1.0081299540000002,1.196969986,6.0,,,,,7.0,111.6650925,109.1739731,110.3839035,4.0,1406967.0,48.96945,19.63913,105.836731,106.7657623,104.9602966,100.51496,98.34189,99.39663,87.58681,0.58695,0.79194,0.6915600000000001,0.913030028,98.77169037,99.55275726,99.1699295,0.03295,0.05529,0.04435,71641.0,98.19377136,98.93539,13169.0,,,,,0.990610003,11.0,114.1263123,113.1189575,113.6107635,7.0,1842919.0,48.93286,1643803.0,49.712340000000005,,6.95898,199116.0,42.49784,114.2437134,114.718071,113.79283909999998,99.83695,,,4.691800117,99.53135,99.53553,99.53347,264826.0,199921.0,75.49144745,53.98825073,60.03319931,48.20817947,0.65782,,9.38161,13.88018036,2.6159501080000003,507.0,405.0,637.0,1100.0,1.4,1.5,3.0,4.4,48.0576579,9034737.0,5.369999886,4.369999886,4.849999905,28.46054978,64.14760395
Kenya,12.0,,,,,3.0,,,,,6.0,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.10403061,5.306250095,7792.0,6001.0,7526.0,9735.0,5.6,4.6,6.6,9.9,49.03361929,23056079.0,2.819999933,2.460000038,2.640000105,39.78216693,57.87864645
Kiribati,9.0,,,,,3.0,,,,,6.0,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,10.0,15.0,20.0,5.6,3.9,7.2,9.1,,,,,,35.53997946,60.50739337
"Korea, Rep.",9.0,0.99822998,0.995530009,0.99289,0.802820027,5.0,,93.5247879,93.71816254,93.34133911,6.0,95.21920776,95.52410889,95.37677002,6.0,2719358.0,,,99.60977936,99.51876831,99.69550323,,,,,,,,1.54787004,,,,,,,165837.0,77.67868042,,25225.0,12519.0,0.945469975,12706.0,0.903760016,0.923990011,12.0,99.78881836,100.3355026,100.0731735,6.0,2893979.0,,,,,,,,98.50636292,98.14108276,98.84345245,,,,30.75198936,,,,230340.0,139553.0,60.58565903,95.864151,84.94790649,105.8117294,,,,,,180.0,190.0,594.0,1097.0,0.4,0.4,1.1,1.6,42.32771352,28303251.0,3.690000057,3.920000076,3.819999933,12.97332358,72.60812059
Kosovo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,9.0,1.103019953,,,1.529459953,2.0,8.32594,62.45246887,64.17503357,60.88444138,6.0,97.5434494,86.93634796,91.81941223,5.0,279956.0,48.97198,8.88073,92.36026764,97.21543121,88.13593292,93.36705,86.22485999999999,89.5939,82.63320999999999,2.21517,2.93512,2.58255,41.84835815,92.63082123,84.72583008,88.54453278,0.4543899999999999,0.5725399999999999,0.51485,31524.0,89.48103333,88.23607,,,,,,,11.0,100.8932037,88.64924622,94.29438019,7.0,,,324426.0,48.59136,,,,,,,,,,,,,,,45349.0,25681.0,56.62968826,54.36413956,76.13706207,35.82564926,,,,,,56.0,55.0,90.0,165.0,0.9,1.0,2.1,3.9,25.5646893,2386268.0,5.829999924,1.149999976,2.339999914,21.53888805,75.91063957
Kyrgyz Republic,10.0,0.993480027,0.996949971,0.999830008,1.229560018,6.0,,39.81790924,39.73289108,39.89886093,7.0,104.4391022,104.5904999,104.5162888,4.0,528627.0,48.7983,24.98946,107.5654068,107.2063522,107.9098663,105.47514,106.51598,106.007,89.85774,1.02612,1.19779,1.11402,2.079920053,97.77427673,98.70694733,98.25276184,0.0135699999999999,0.02401,0.01892,21154.0,98.52037048,98.66818,1414.0,,,,,0.287640005,11.0,95.21311951,95.00640869,95.10778809,7.0,675200.0,49.0348,620568.0,49.73959,,10.64648,54632.0,41.02907,95.05480957,95.04675293,95.06256866,84.38733,84.12084,84.64376999999999,2.852040052,,,,63420.0,48757.0,76.87953186,41.26702118,46.73535919,36.006591799999995,,,,,,191.0,184.0,272.0,412.0,1.4,1.7,2.7,3.8,38.55875342,2526202.0,8.779999733,5.539999962,6.789999962,32.35041711,63.15485491
Lao PDR,9.0,0.962270021,0.948159993,0.933759987,1.070379972,6.0,18.24345,46.68267822,47.29727173,46.09193039,6.0,97.11763,98.63583374,97.89003754,5.0,786246.0,48.11446,22.33717,102.3609924,100.357338,104.2918472,100.13518,104.263,102.2389,91.46712,9.63738,11.50833,10.60813,6.201879977999999,84.87828827,81.16758728,82.94812775,3.3716800000000005,4.88101,4.15481,35199.0,52.34807968,91.46712,65377.0,35174.0,9.331190109,30203.0,7.721389771,8.511400222999999,11.0,65.48168182,68.68477631,67.10646820000001,7.0,678129.0,47.56735,671064.0,47.59531,17.32894,18.15412,7065.0,44.91154,67.36177826,65.02220154,69.63482666,60.0122,59.35568000000001,60.65005,,,,,,,,14.96675968,15.51762962,14.42553043,,,,,,564.0,728.0,680.0,1061.0,3.6,4.9,4.8,7.6,49.07728265,3719774.0,0.5699999929999999,0.699999988,0.639999986,32.60391868,63.32093135
Late-demographic dividend,10.0,1.00445,1.01007,1.01716,1.194679976,5.0,15.84522,85.82295227,85.76894379,85.871521,,97.40727997,96.51152039,96.93363953,5.5,167000000.0,47.17886,17.16688,102.6456,102.8867,102.4312,100.4865,100.052,100.2573,,,,,10.12848,95.77147,94.63041,95.17132,1.33205,1.6384299999999998,1.49388,9845247.0,72.95241,96.5026,4002320.0,1852733.0,2.415400028,2149587.0,2.49187994,2.455879927,,86.35518646,84.84381866,85.55931854,6.5,161000000.0,47.88807,137000000.0,48.69647,12.95764,13.50771,23000000.0,43.07182,89.81225,90.61463,89.0863,82.59895,84.63669,80.75856,12.65828,,,,11800000.0,7216907.0,60.93731999999999,50.85147858,56.61388016,45.5921402,,,,,,30492.0,33187.0,72546.0,115214.0,1.049570802,1.163589813,2.526005564,3.715491354,43.62289219,1242529398.0,4.913759821,5.12825158,5.034991658,19.01699056,70.26006181
Latin America & Caribbean,13.0,0.98479,1.01433,1.04474,1.232650042,6.0,20.4856,77.52462006,78.01911163,77.05005646,,98.31036377,98.00343323,98.15247345,6.0,63300000.0,48.50008,21.30215,108.7282,107.8772,109.5439,100.0131,100.7464,100.3875,93.71661,,,,20.46413,86.99094000000001,83.77575,85.34395,3.90539,4.85192,4.39285,3031211.0,77.63644000000001,94.936,1714939.0,753217.0,2.641489983,961722.0,3.232850075,2.943429947,,82.02136993,77.16605377,79.5483017,6.0,64100000.0,50.13663,55700000.0,49.90016,18.25184,16.4962,7964629.0,51.78889,97.56992,99.74361,95.47261,77.50429,79.07735,75.98675,19.14477,,,,3910828.0,2252184.0,57.58841999999999,52.71844864,59.74541092,45.84566879,,,,,,13514.0,16718.0,54864.0,79336.0,1.3,1.6,5.1,7.3,41.73466903,309372468.0,9.455117655,6.887533202999999,7.956362661,24.53968827,67.0169311
Latin America & Caribbean (excluding high income),14.0,0.98519,1.01478,1.04519,1.233610034,6.0,20.40106,77.55722046,78.08756256,77.04830933,,98.54801941,98.22817993,98.38349915,6.0,60600000.0,48.50424,21.57,109.1723,108.3407,109.9693,100.1628,100.8864,100.5323,93.80971,,,,19.28712,86.68088,83.36587,84.98275,3.98299,4.87144,4.4405,2866934.0,77.28233,95.1471,1568662.0,679703.0,2.50112009,888959.0,3.134870052,2.824729919,,81.68608856,76.8150177,79.20510864,6.0,61600000.0,50.1499,53500000.0,49.86319,18.39302,16.60104,7517874.0,52.19136,97.57728,99.7723,95.45882,77.29944,78.86107,75.79267,18.08632,,,,3727632.0,2135406.0,57.28585,51.56261826,58.46509171,44.80686951,,,,,,13183.0,16309.0,53769.0,77545.0,1.30936245,1.59278316,5.157005047,7.44432809,41.68967964,294030849.0,9.551632891,6.910085947000001,8.008557922,24.75054239,67.00166737
Latin America & the Caribbean (IDA & IBRD countries),14.0,0.98511,1.01456,1.04491,1.229830027,6.0,20.46768,77.41175842,77.91253662,76.93105316,,98.59806061,98.32321167,98.45651245,6.0,62300000.0,48.51194,21.69085,108.9413,108.1069,109.7414,100.0181,100.7657,100.3998,93.75228,,,,20.66676,86.8919,83.65247,85.23249,3.95451,4.910909999999999,4.446940000000001,2929907.0,77.48744,94.98276,1633746.0,714410.0,2.552099943,919335.0,3.148580074,2.856620073,,81.81256104,76.95352936,79.33820343,6.0,63000000.0,50.15311,54800000.0,49.876940000000005,18.41552,16.65098,7740393.0,52.10803,97.59474,99.77661,95.48845,77.43196,78.98676999999999,75.93138,19.341520000000003,,,,3810632.0,2187325.0,57.4006,52.69842148,59.62322998,45.92008972,,,,,,13392.0,16572.0,54554.0,78848.0,1.294011033,1.577391789,5.102459316,7.365004202000001,41.76649195,302768557.0,9.58391934,6.963070137000001,8.054856008,24.73825764,67.00056092
Latvia,11.0,1.004840016,0.997439981,0.989839971,1.325559974,6.0,,95.04225159,94.64955902,95.41103363,7.0,99.19602203,97.64386749,98.3991394,6.0,121674.0,,,99.61438751,99.86064911,99.38002777,,,,,,,,2.384239912,,,,,,,10622.0,92.2990036,,1382.0,401.0,0.673259974,981.0,1.567489982,1.131440043,13.0,100.13694,98.6164093,99.35904694,6.0,117326.0,,,,,,,,109.1557007,108.5845718,109.6991501,,,,3.750230074,,,,13986.0,11548.0,82.56828308,93.02448273,111.8452072,75.43283081,,,,,,15.0,14.0,40.0,66.0,0.7,0.7,2.5,3.6,49.94645862,1000161.0,6.420000076,8.409999847,7.409999847000001,15.99577694,63.96060274
Least developed countries: UN classification,8.0,0.94882,0.94084,0.92297,0.7179300190000001,3.0,28.72051,24.54932976,24.58886909,24.51078033,,71.59554291,71.84690094,71.72103882,6.0,157000000.0,48.2923,37.15033,104.5465,101.7717,107.2611,117.1285,126.4528,121.847,80.77344000000001,,,,13.59336,56.76421,51.10194,53.78748,8.07463,8.2526,8.16665,4248030.0,45.81057,81.11041999999999,24500000.0,13400000.0,18.06295967,11100000.0,14.63815022,16.33177948,,46.4711113,49.33415985,47.91439819,6.0,64900000.0,47.44486,61100000.0,47.99085,27.95508,24.74825,3357939.0,37.51576,46.78102,44.88916,48.63544,38.05158,35.80764,40.25338,34.99213,,,,2634280.0,721950.0,27.40597,10.58370972,8.839699745,12.31276035,,,,15.32516003,3.696439981,217906.0,134726.0,217835.0,232616.0,8.187665446,5.558246608999999,10.03235724,12.22799699,42.77755883,410134528.0,4.802035496,4.093129197,4.39615145,39.43336248,57.02638841
Lebanon,10.0,,,,,3.0,,,,,6.0,,,,6.0,509280.0,48.20531,,,,,,,,,5.76334,7.62719,6.72872,71.83730316,87.20702362,82.82196045,84.94776917,4.887980000000001,7.555919999999999,6.269830000000001,,,,,,,,,,12.0,,,,6.0,402502.0,51.19602,339951.0,53.07088,,,62551.0,41.00654,,,,,,,59.0970993,,,,,,,,,,,,,,,109.0,114.0,280.0,347.0,0.9,1.0,2.3,2.8,24.45516671,2384032.0,9.859999657,4.880000114,6.099999905,26.09586717,66.9017647
Lesotho,7.0,,,,1.35326004,3.0,,,,,6.0,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,5.0,,,,,,,,,,,,,,,,,,,,,,10.19626045,12.39754963,8.018039703,55.95786,30.06448,7.407780000000001,13.89303017,6.985189915,232.0,158.0,459.0,740.0,5.2,3.6,10.5,18.0,45.34350209,962687.0,28.28000069,20.39999962,23.97999954,32.71635154,62.38256097
Liberia,6.0,,,,,3.0,,,,,6.0,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,42.38775,53.44416,,8.062680244,2.584120035,1115.0,927.0,1995.0,905.0,8.4,7.7,19.0,10.5,47.46939266,2165330.0,2.200000048,3.599999905,2.940000057,41.12498659,55.62158161
Libya,9.0,,,,,2.0,,,,,6.0,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.0,239.0,408.0,523.0,1.7,2.0,3.7,4.8,34.10676197,2380698.0,24.70000076,15.22000027,18.45999908,28.31923773,67.28872201
Liechtenstein,9.0,1.008409977,0.898109972,0.831250012,0.5649600029999999,2.0,,99.48119354,93.80053711,104.75,7.0,111.1702118,103.6082535,107.3298416,5.0,1999.0,,,106.3297882,106.8027191,105.9118195,,,,,,,,3.201600075,,,,,,,257.0,78.98832703,,3.0,,,,,0.148770005,12.0,95.95960236,107.0707092,101.515152,7.0,3087.0,,,,,,,,112.0101624,101.6411438,122.2743683,,,,3.790090084,,,,339.0,200.0,58.99705124,38.30027008,27.59090996,48.83721161,,,,,,,,,,,,,,,,,,,,
Lithuania,10.0,1.000319958,0.975830019,0.963779986,1.271489978,7.0,,88.34020996,87.96994019,88.69255066,7.0,104.4646378,104.11485290000002,104.2855988,4.0,116626.0,,,104.2653427,104.2822037,104.2493134,,,,,,,,3.643270016,,,,,,,8501.0,96.80037689,,201.0,,,,,0.179499999,11.0,99.97721863,98.83831024,99.39675903,8.0,232993.0,,,,,,,,108.2379379,106.1936264,110.1845627,,,,3.460619926,,,,29860.0,24347.0,81.53717041,73.7303009,85.70255279999999,62.43534088,,,,,,18.0,21.0,62.0,115.0,0.6,0.8,2.3,3.4,50.23096515,1472733.0,5.409999847000001,6.889999866,6.150000095,14.88242451,65.41254234
Low & middle income,9.0,0.97892,0.98371,0.98924,1.099259973,3.0,18.29623,58.39805984,58.13592148,58.64266968,,87.78180695,88.51248932,88.15956879,6.0,651000000.0,48.39303,25.44687,101.1842,100.0697,102.2246,104.1389,107.4866,105.8697,88.60731,,,,19.24371,80.22116,77.59976,78.84536999999999,3.05871,3.60614,3.34122,26200000.0,63.17777,89.76124,56800000.0,30800000.0,9.917790413,26000000.0,7.812550067999999,8.829000472999999,,73.68560028,73.06231689,73.36206818,6.0,505000000.0,47.88991,456000000.0,48.48469,17.794,18.11664,48600000.0,42.30348,72.25205,71.84716,72.62871,63.29202,63.19792,63.38137,27.93287,,,,27700000.0,14500000.0,52.461180000000006,33.02791977,34.81179047,31.35650063,,,,,,509783.0,364138.0,578261.0,714022.0,4.314741431,3.24119229,5.382253632,6.837556211,37.66822144,2805402893.0,5.577958892000001,5.354577442,5.438387245,27.59191086,65.2867818
Low income,9.0,0.91834,0.89407,0.8288399999999999,0.637120008,3.0,29.65545,20.05966949,20.08252907,20.0373497,,62.69092941,66.96694946,64.85063171,6.0,105000000.0,47.87914,39.82732,101.6486,97.2768,105.9265,119.3295,129.2075,124.3246,,,,,12.92324,52.36429,46.86214,49.45558,9.04789,9.45315,9.25912,2769814.0,41.87552,80.48845,19800000.0,11100000.0,21.69013977,8709071.0,16.60589981,19.12043953,,36.36333847,44.22212982,40.32622147,6.0,36300000.0,45.30684,38300000.0,45.61825,,22.09153,2225742.0,39.95429,40.56278,36.73397,44.31998,33.57867,30.97367,36.1417,16.92301,,,,1694633.0,441560.2,26.0564,9.527990341,7.406360149,11.62481976,,,,15.7802,,168585.0,107061.0,164899.0,178647.0,9.2,6.6,11.6,14.6,43.74201711,252374924.0,4.907611787,4.824755032,4.859991293999999,42.09448944,54.64048575
Lower middle income,10.0,0.98912,0.993,0.99531,1.040570021,3.0,19.58741,59.11050034,59.30451965,58.92977905,,89.48088837,89.19184113,89.33081818,6.0,310000000.0,49.13284,28.87235,99.55864,98.99627,100.0852,101.1386,104.9085,103.0871,86.9201,,,,26.89211,80.93559,78.31965,79.56282,1.77217,2.14206,1.96032,10300000.0,58.41197,88.88351,29100000.0,15500000.0,10.30420971,13600000.0,8.466609955,9.355199814,,75.70011139,72.91710663,74.2562027,7.0,249000000.0,47.94685,245000000.0,48.56316,21.21797,22.34035,15500000.0,38.210640000000005,67.53171999999999,67.36678,67.68436,59.91367,59.73421999999999,60.08144,39.94784,,,,10500000.0,4926592.0,47.092290000000006,23.67205048,24.1803093,23.19924927,,,,16.88315964,3.989439964,282832.0,201373.0,284034.0,346481.0,4.8,3.5,5.3,6.7,30.16765664,1092897359.0,5.357291856,4.945808029,5.06936529,30.65038447,63.83915543
